Geneid,GroupA_1,GroupA_2,GroupA_3,GroupB_1,GroupB_2,GroupB_3,foldchange,pvalue
ZKSCAN2,651,900,696,1014,712,1291,1.053176269,0.193239622
HS3ST4,0,0,0,0,0,2,0.785437552,0.025697773
KDM8,97,154,97,170,120,208,0.999831367,1
NSMCE1,545,795,708,870,677,1102,1.063929764,0.350964532
IL4R,1686,2166,1544,2304,2011,2307,1.037552904,0.404015881
IL21R,2,10,18,18,14,26,0.979525575,0.613602762
GTF3C1,5970,7914,6541,9491,7347,10991,1.107542423,0.086863407
KIAA0556,490,694,533,662,537,947,0.990871892,0.688075257
GSG1L,2,0,0,2,0,2,0.943812182,0.112382308
XPO6,1533,2026,1544,2408,1780,2657,1.005915259,0.827666568
SBK1,94,122,154,160,100,252,0.972084892,0.411110251
NPIPB6,3,6,3,8,8,1,1.02946778,0.434842501
EIF3CL,45273,61007,49311,74778,56760,82480,0.891275261,0.11549729
AC138894.1,215,229,251,328,228,382,0.929927793,0.160024843
NPIPB7,17,4,15,10,8,11,1.037446749,0.274882521
CLN3,216,242,258,333,231,405,1.005475221,0.915118389
APOBR,10,18,30,26,13,32,0.968877279,0.684941
NUPR1,946,1773,876,1708,1058,1564,0.363770051,1.05863E-05
SGF29,321,472,331,503,407,566,1.011451566,0.684451039
SULT1A2,328,609,412,561,394,754,0.38713459,0.157928191
SULT1A1,958,1554,1183,1539,1107,2143,1.016377138,0.804647551
NPIPB8,10,13,12,6,12,17,0.880498317,0.323614385
EIF3C,24977,33232,27555,41994,31179,45850,0.975971042,0.485905276
NPIPB9,2,3,0,3,6,3,1.224074961,0.009002593
ATXN2L,2105,2678,2150,3411,2521,3975,1.000948661,0.974820797
TUFM,11309,14423,12165,17080,13299,21874,0.990333434,0.726195396
SH2B1,514,890,794,1014,800,1421,0.985840168,0.686341783
ATP2A1,80,109,90,120,78,133,0.980078771,0.47938032
RABEP2,961,1201,1216,1582,1239,2138,1.01765984,0.687484509
CD19,12,14,14,7,3,16,1.010240821,0.749831522
NFATC2IP,1161,1664,1156,1797,1471,2053,1.014347433,0.906838958
SPNS1,213,263,204,286,235,380,1.048985964,0.439739807
LAT,12,22,13,38,24,42,1.046981344,0.14816566
NPIPB11,160,247,198,318,214,364,1.040218122,0.720316055
BOLA2,332,451,334,466,377,600,0.998634743,0.96167993
BOLA2-SMG1P6,323,440,328,458,369,584,1.004402642,0.968172923
SLX1B,205,297,240,435,282,509,0.983959632,0.458573849
SULT1A4,592,887,598,1001,693,1086,0.836470763,0.023823237
NPIPB12,1093,1480,1189,1886,1274,2224,2.206957836,1.14348E-07
SPN,10,16,6,8,8,14,0.911788603,0.492334266
QPRT,9446,14639,12813,17311,11913,22274,3.469282241,0.102725028
C16orf54,0,0,0,0,0,2,0.997342082,0.934264381
ZG16,0,7,4,2,2,2,0.969698641,0.608402153
KIF22,1310,1848,1680,2602,1495,2982,1.008258758,0.737989271
MAZ,1823,2784,2734,3757,2418,4818,0.990349787,0.636467816
PRRT2,46,34,30,48,45,44,1.219125309,0.184203385
AC009133.6,1394,1921,1810,2320,1747,3106,0.962610011,0.408235562
PAGR1,1623,2197,2026,2701,2031,3509,0.932256184,0.059437908
AC120114.4,635,924,668,979,763,1133,0.854184462,0.010431112
MVP,4892,6346,3811,7188,6103,6617,1.209728499,0.007948943
CDIPT,207,283,181,347,269,364,0.958712709,0.217734137
SEZ6L2,639,1037,811,980,937,1337,1.000004667,1
ASPHD1,3863,5965,5858,7643,4810,8800,0.987212227,0.579963986
KCTD13,187,265,152,283,207,327,1.117673613,0.036481705
TMEM219,103,142,128,168,132,239,0.863331928,0.003715261
TAOK2,3279,4693,3964,5639,4078,6669,0.979846788,0.790479988
HIRIP3,3640,4982,5150,6982,4401,7920,1.083295026,0.04940066
INO80E,1519,2020,1715,2419,1750,2740,0.820099948,0.000295627
DOC2A,28,44,24,46,28,37,1.190040825,0.007092668
C16orf92,0,0,0,0,2,0,0.961717338,0.200183855
TLCD3B,0,0,0,0,2,0,0.995133251,0.905586233
AC093512.2,7661,10610,8180,12040,8770,13773,0.990853217,0.694915913
ALDOA,7761,10822,8359,12252,8919,14039,0.974481593,0.312543586
PPP4C,7334,10608,9887,13170,9629,16119,0.99745495,0.939177881
TBX6,6,12,14,8,12,30,0.897688653,0.186970715
YPEL3,21,52,56,56,47,61,1.009570846,0.777205294
GDPD3,294,596,514,559,434,882,1.010578988,0.787266485
MAPK3,242,436,326,454,274,582,0.982003407,0.651629627
CORO1A,60,97,48,80,52,111,0.365551677,3.89889E-07
BOLA2B,1575,2093,1606,2527,2072,2784,0.999943898,0.998037295
SLX1A,246,340,353,425,383,573,0.682018509,0.02771182
SULT1A3,545,732,552,828,641,988,0.994255388,0.899639891
NPIPB13,762,1042,800,1382,866,1517,0.428536832,0.002593418
CD2BP2,3321,4230,3332,4870,4130,5679,0.993161935,0.731352063
TBC1D10B,2368,3246,2691,3823,2920,4443,1.321924283,0.072463417
MYLPF,0,0,0,1,3,2,1.124585783,0.010149749
ZNF48,381,559,488,568,457,678,1.010823922,0.735310332
SEPTIN1,144,212,189,236,176,241,0.801304207,0.028942336
ZNF771,569,764,778,1005,701,1122,1.215244568,0.600301102
DCTPP1,437,570,559,806,586,884,1.426690536,3.41821E-05
SEPHS2,2774,4109,3329,4787,3407,5945,0.912915605,0.028727076
ITGAL,3,18,12,23,12,19,1.036446872,0.134523178
ZNF768,1083,1611,1303,1866,1195,2041,0.973991973,0.541669615
AC002310.4,550,868,670,958,665,1094,1.020333741,0.575603503
ZNF747,182,293,194,291,234,388,0.999802511,1
ZNF764,126,186,170,197,147,241,1.035105501,0.343558266
ZNF688,114,136,116,178,147,179,1.034972495,0.356971689
ZNF785,6,1,9,5,5,13,0.996577873,0.900350152
ZNF689,394,525,500,652,482,903,0.992726549,0.899818908
PRR14,282,385,342,464,342,548,1.004436717,0.864735306
FBRS,1553,2002,1826,2617,1947,3148,0.968829843,0.226007415
SRCAP,4351,5627,4746,7376,5199,8203,1.004016227,0.88191361
AC106886.6,4275,5522,4659,7295,5093,8116,1.024668811,0.852064399
TMEM265,36,32,28,97,64,104,0.782682468,0.088404709
PHKG2,601,793,621,953,703,1223,0.986792103,0.673943337
CCDC189,40,67,66,72,44,87,0.970027235,0.348632713
RNF40,10251,13334,11612,16940,12401,19197,0.974578191,0.308416274
ZNF629,1369,1964,1622,2295,1664,2880,0.996511,0.903557289
BCL7C,370,578,490,607,466,787,1.275254959,0.000196172
CTF1,6,2,4,4,0,8,0.987084218,0.705390244
FBXL19,623,733,650,1013,694,1080,1.010161769,0.733929126
ORAI3,40,64,47,54,29,72,1.001724057,0.966830286
SETD1A,2223,3147,2654,3822,2769,4630,1.075752175,0.163299331
HSD3B7,655,926,631,1146,792,1010,0.982515083,0.815419387
STX1B,24,24,28,48,43,73,0.702080763,0.013858854
STX4,2886,3545,2719,4335,3403,4630,0.987365913,0.669264681
ZNF668,232,328,215,400,285,425,1.074597188,0.070260933
ZNF646,818,1179,982,1408,1136,1563,1.468950107,1.50498E-07
PRSS53,45,34,32,71,75,64,1.06843063,0.139992996
AC135050.2,593,944,738,1052,691,1279,0.924992937,0.200855435
VKORC1,615,984,772,1102,714,1363,0.990111405,0.742211815
BCKDK,479,678,584,675,558,894,0.858946816,0.035112571
KAT8,1669,2110,2329,2856,2179,3793,0.716528217,0.005058465
PRSS8,6,32,16,28,24,24,0.93988519,0.044976198
PRSS36,7,3,2,10,7,3,0.954640898,0.28721507
FUS,15392,20095,19859,27110,19464,32834,0.986924007,0.557888398
PYCARD,24,32,32,43,34,56,0.979676999,0.536954194
TRIM72,0,0,0,2,2,4,1.5656734,0.001833946
PYDC1,0,0,0,1,0,0,0.98934102,0.709876457
ITGAM,2,2,2,2,2,0,1.004101971,0.943485559
ITGAX,2,4,4,2,6,0,0.989320231,0.725253135
ITGAD,0,2,2,0,2,0,1.031323992,0.411457027
ARMC5,278,337,222,394,277,507,0.993755355,0.791786666
TGFB1I1,66,95,52,80,74,101,1.012601577,0.633184703
SLC5A2,310,395,380,492,347,616,0.950880255,0.123532098
RUSF1,625,918,778,922,730,1205,1.017037874,0.598240883
ZNF720,800,1157,933,1442,1061,1621,0.986901546,0.650524327
ZNF267,1200,1536,1078,1831,1591,1847,1.103276952,0.277515194
TP53TG3D,0,0,0,0,0,2,0.987711419,0.717515268
SHCBP1,1300,1618,1575,2394,1474,2675,1.346001548,0.073385538
VPS35,4405,5638,4817,7117,5445,8178,0.571846743,0.01381579
ORC6,1699,2179,2012,3159,1991,3360,1.073016873,0.477508691
MYLK3,5,14,12,24,14,20,1.783093051,0.003887699
C16orf87,1190,1527,1331,1759,1477,2191,0.844296832,0.001035363
GPT2,3476,5036,4562,6038,3985,7965,0.613968639,1.18327E-07
DNAJA2,10866,14744,12246,17611,13384,21015,0.559435644,2.27656E-08
NETO2,384,476,338,632,519,637,0.544230468,0.000424717
ITFG1,1079,1575,1411,1907,1350,2302,0.697345705,0.013010474
PHKB,1747,2679,2085,2999,2211,3547,1.005977322,1
ABCC12,22,40,20,36,28,86,1.011453196,0.794118274
ABCC11,124,140,126,174,131,177,5.179053846,0.000128569
LONP2,1757,2395,1698,2635,2335,2890,0.996985483,0.914885569
SIAH1,224,257,280,293,235,378,1.009595218,0.77083361
N4BP1,660,824,679,983,755,1127,0.953664569,0.32122683
ZNF423,12,14,8,18,10,32,0.992143838,0.726076725
CNEP1R1,137,206,166,254,162,292,0.99351263,0.842248867
HEATR3,1190,1594,1388,1917,1555,2180,0.974092197,0.466447251
TENT4B,1564,1945,1678,2637,1859,2944,1.003180949,0.904111127
ADCY7,59,81,50,78,46,90,1.898895765,7.25526E-09
BRD7,15085,21135,19229,26538,18531,30134,1.804852108,0.026608564
NKD1,13715,19910,19067,24264,16772,28808,0.082498368,0.001410364
SNX20,0,6,4,6,8,4,1.009709446,0.715482837
NOD2,0,8,0,1,1,0,0.511103891,1.14072E-09
CYLD,408,495,425,581,420,657,1.721879593,0.137985104
SALL1,781,1105,686,1259,950,1348,1.036980102,0.374231044
HNRNPA1P48,1462,2186,2160,2552,1732,3192,1.047663498,0.25001128
TOX3,635,791,865,1106,732,1562,0.867300537,0.561772952
AC007906.2,7,9,15,20,14,32,0.199872564,0.016084066
CHD9,1183,1702,1414,2088,1533,2438,0.88353555,1
RBL2,473,555,586,755,504,966,1.071223816,0.106072764
AKTIP,396,753,506,760,598,827,0.997709671,0.951986422
RPGRIP1L,522,726,639,840,653,1058,0.804134094,2.44726E-05
FTO,500,578,560,683,551,905,0.939965825,0.246085803
IRX3,526,808,1211,1008,615,1755,0.913493709,0.363694449
IRX5,0,0,0,0,2,2,1.07261805,0.230956966
MMP2,16,18,28,12,11,28,0.509811367,6.37106E-07
LPCAT2,146,194,154,188,156,385,1.041723277,0.328782207
CAPNS2,0,1,4,3,0,1,0.926478354,0.378575938
SLC6A2,8,7,18,15,12,42,1.010162264,0.697556536
CES1,1728,3053,1188,2778,2248,2311,0.987407122,0.635458725
CES5A,2,0,0,2,0,0,7.348574286,0.075793071
GNAO1,6,2,2,5,6,4,0.999630308,0.992219253
AMFR,880,1079,845,1275,985,1599,2.491423022,0.355755161
NUDT21,1857,2622,2505,3122,2226,4099,1.000015937,0.999381291
OGFOD1,3098,4295,3849,5007,3882,6159,0.97660623,0.521623214
BBS2,1074,1394,1228,1632,1228,2024,0.998287525,0.95255253
MT2A,15104,22476,9928,20040,19942,17520,1.03029157,0.339197505
MT1E,341,487,292,482,459,480,0.960152102,0.213062515
MT1M,0,8,2,0,3,2,0.992477377,0.80505196
MT1A,32,64,16,51,39,26,1.006758039,0.824478137
MT1F,40,64,32,52,54,104,0.951659559,0.288290953
MT1G,78,146,87,114,88,104,0.919117131,0.131646726
MT1H,0,0,0,3,0,2,1.004444666,0.915947846
MT1X,86,117,75,102,82,89,0.983708014,0.645023252
NUP93,1313,1678,1508,2104,1696,2409,0.920471646,0.019229231
SLC12A3,6,0,2,4,0,4,5.209675246,1.32702E-22
HERPUD1,536,749,772,976,596,1239,1.009198104,0.755250543
CETP,2,6,2,3,2,8,1.069090494,0.110675213
NLRC5,42,55,46,68,55,72,1.083905282,0.151741439
CPNE2,108,122,110,176,132,171,1.013199558,0.624243646
PSME3IP1,6384,8584,7534,10203,7863,12382,1.201961432,0.009558464
RSPRY1,1178,1628,1305,1976,1494,2155,1.920656924,0.439814205
ARL2BP,1236,1690,1368,1904,1522,2148,0.931436437,0.192548216
PLLP,980,1287,1120,1489,1188,1862,1.008128115,0.844018604
CCL22,3,2,2,2,0,2,0.917640396,0.263166794
CX3CL1,506,616,752,904,624,1486,0.998432122,0.970454599
CIAPIN1,1055,1345,1068,1611,1273,2048,0.986478112,0.88270055
COQ9,1407,1946,1507,2191,1740,2434,1.120395685,0.058553832
POLR2C,614,751,626,961,735,1162,0.999331678,0.982750933
DOK4,1202,1677,1455,2145,1461,2348,0.869789186,0.002524974
CCDC102A,53,86,66,106,68,145,0.932847664,0.078364689
ADGRG5,8,13,22,25,18,14,0.934842274,0.248081523
ADGRG1,327,414,240,445,323,350,0.98530302,0.791196658
ADGRG3,26,12,19,33,18,42,1.034521064,0.232626479
DRC7,51,76,67,104,66,136,0.978775788,0.432291372
KATNB1,327,455,391,581,418,637,0.972867468,0.444068191
KIFC3,1115,1457,1120,1497,1335,1722,1.021955401,0.542820872
CNGB1,12,11,13,31,11,19,0.990454792,0.962425173
ZNF319,90,141,76,160,117,161,0.796341697,0.02920623
USB1,1172,1768,1485,2081,1557,2389,0.987592822,0.658449337
MMP15,686,1093,994,1259,982,1621,1.120142126,0.208373955
CFAP20,622,789,746,1072,702,1320,2.945090917,1.67879E-05
CSNK2A2,2195,3086,2636,3865,2959,4675,1.008863146,0.841336097
CCDC113,66,58,57,73,73,78,1.076512604,0.17151495
PRSS54,0,1,1,1,5,4,0.975861534,0.601831644
GINS3,248,308,238,437,323,394,1.072585515,0.118031037
NDRG4,1232,1368,707,1674,1388,1308,0.796844359,1.28776E-06
SETD6,770,984,784,1209,895,1333,1.070649408,0.274775491
CNOT1,5644,7362,6917,9359,6712,11745,1.039144281,0.289800926
SLC38A7,435,603,478,667,542,761,1.072408945,0.022136923
GOT2,1819,2349,2125,2849,2276,3472,0.976605793,0.387929871
CDH8,4,2,0,2,0,0,0.971155764,0.461598945
CDH11,0,2,0,0,2,2,0.809742901,0.00028441
CDH5,2,10,0,4,0,8,1.000151017,0.998624367
BEAN1,29,42,36,41,46,61,1.007180248,0.752058119
AC010542.3,132,205,155,212,173,296,1.118135008,0.051942827
TK2,398,541,475,624,480,783,1.008427862,0.787204797
CKLF,526,750,641,850,556,965,1.11249988,0.111047276
CKLF-CMTM1,520,752,644,842,548,972,0.994000646,0.815257866
CMTM1,23,37,29,49,33,61,0.972165648,0.522570497
CMTM2,0,0,0,2,2,0,1.048483879,0.281615878
CMTM3,384,514,337,559,461,629,1.430573081,0.038672153
CMTM4,490,689,594,838,623,883,1.021020258,0.479579009
DYNC1LI2,7094,9650,8124,11697,8988,13410,1.122884731,0.093553155
TERB1,0,0,0,0,2,2,0.995155055,0.88565142
NAE1,2624,3366,3096,4213,3162,5236,0.982228097,0.737718051
CA7,4,2,0,2,0,2,0.921854945,0.030481935
PDP2,470,596,464,692,548,888,1.063068685,0.084523786
CDH16,39,56,19,41,18,52,1.051694547,0.09153626
RRAD,52,64,26,59,68,43,1.004321858,0.892506101
CIAO2B,1141,1701,1450,1933,1346,2302,1.254179098,0.004638309
CES2,1360,2398,1671,2231,1780,2817,1.195950619,0.012736942
CES3,58,106,98,70,74,159,0.987112986,0.663689352
CES4A,0,0,0,4,0,0,1.015575316,0.519451635
CBFB,2145,2511,2191,3217,2428,3474,0.990043832,0.81290853
C16orf70,402,583,518,637,461,885,0.98515134,0.647660298
B3GNT9,121,161,119,164,105,179,0.964697794,0.740059582
TRADD,116,163,134,132,133,153,0.999014266,0.981872603
FBXL8,16,45,24,37,28,34,1.04616014,0.341520072
AC074143.1,8,15,11,14,9,12,1.007371022,0.788422424
HSF4,8,24,16,16,18,24,1.116106965,0.005540648
NOL3,147,259,251,336,221,404,0.978158882,0.621920198
KIAA0895L,391,480,385,499,389,632,0.994128375,0.791479973
EXOC3L1,0,2,2,8,0,6,1.53980699,0.177052319
E2F4,1230,1661,1239,1892,1481,2236,0.975617943,0.53205818
ELMO3,20,46,28,44,28,40,0.939306465,0.269668606
LRRC29,1,2,2,4,2,0,1.109660397,0.097761022
TMEM208,858,1204,1045,1452,1019,1716,0.969580025,0.415836077
FHOD1,279,403,332,434,314,578,1.011643869,0.742883414
SLC9A5,41,56,55,72,61,73,1.279708564,0.000156524
PLEKHG4,192,239,117,277,206,262,1.000344231,0.992984042
KCTD19,2,0,0,4,2,4,0.778030376,7.79582E-05
LRRC36,0,6,2,2,0,2,0.200277062,2.15421E-11
TPPP3,0,2,10,5,4,4,0.948500452,0.117004942
ZDHHC1,5,12,8,6,6,12,1.029630612,0.43164974
HSD11B2,34,38,61,65,41,86,1.012024599,0.732101352
ATP6V0D1,528,717,489,680,538,887,0.980180945,0.674765318
AGRP,0,0,2,2,0,2,0.976860813,0.430260385
RIPOR1,1502,1999,1376,2163,1672,2476,1.045146117,0.200658368
CTCF,5282,6886,6146,8655,6535,10326,1.023383812,0.535778611
CARMIL2,32,41,40,56,54,71,1.004544109,0.889070148
ACD,170,260,200,308,259,434,1.113143068,0.032907887
PARD6A,18,31,18,36,14,22,1.036048072,0.243216538
ENKD1,142,185,215,253,177,299,0.967669957,0.35822327
C16orf86,34,40,48,38,38,87,1.036004418,0.378884201
GFOD2,841,1146,864,1230,1108,1360,1.2871065,0.027008891
RANBP10,547,861,552,858,697,1106,1.046770065,0.162595183
TSNAXIP1,156,143,119,206,148,245,0.98011347,0.445006371
CENPT,1661,2234,1812,2696,2065,3154,0.994957705,0.874518737
THAP11,203,258,298,383,269,485,0.953837237,0.15158137
NUTF2,947,1340,1234,1635,1265,1873,1.094715442,0.115160524
EDC4,1344,1680,1470,1972,1506,2522,0.98203907,0.592089147
NRN1L,0,0,0,0,2,0,1.066371954,0.326768634
PSKH1,266,436,296,407,303,524,0.870908633,1.54238E-06
CTRL,46,65,50,96,43,99,0.974763653,0.415110835
AC040162.1,144,199,177,266,195,325,1.005677722,0.841248253
PSMB10,139,198,148,236,206,295,1.052115249,0.423388922
LCAT,86,163,156,184,146,311,1.011528874,0.661939949
SLC12A4,911,1311,1191,1531,1190,2103,1.098153522,0.185004219
DPEP2,0,3,3,6,1,5,0.908304873,0.175434354
DUS2,370,449,360,497,401,631,1.040077807,0.521549487
DDX28,158,285,220,317,224,344,0.991595216,0.852766711
NFATC3,938,1214,1150,1502,1036,1904,0.975895,0.510661657
ESRP2,711,1123,919,1323,994,1404,1.0062157,0.786771528
PLA2G15,217,367,274,401,317,487,1.009545131,0.82486411
SLC7A6,1423,1868,1599,2120,1715,2703,1.095697812,0.163549886
SLC7A6OS,1747,2246,1880,2599,2014,3193,1.145664826,0.030519548
PRMT7,803,1082,939,1334,963,1576,0.934599919,0.269713563
SMPD3,6,15,6,12,8,13,0.992692825,0.872521733
ZFP90,426,714,456,630,600,767,1.000817637,0.978511306
CDH3,0,0,2,0,0,2,1.00297263,0.924347546
CDH1,424,706,460,605,530,757,0.944883336,0.156354324
TANGO6,826,1029,626,1100,948,1106,1.096004947,0.092084269
HAS3,159,165,139,202,195,214,0.986522431,0.751076564
DERPC,544,757,707,863,645,1018,1.022163154,0.58719466
CHTF8,560,790,726,897,664,1058,1.08232464,0.075889136
UTP4,1365,1645,1275,2071,1682,2249,0.969741624,0.567268971
SNTB2,646,900,840,1266,829,1282,0.973922478,0.607114625
AC026464.4,2947,4018,3244,4630,3625,5336,1.809166603,3.19468E-10
VPS4A,4187,5742,4779,6797,5166,7652,0.916828491,0.056436404
COG8,1502,2028,1646,2372,1933,2915,1.012028969,0.814009538
PDF,409,599,517,744,526,857,1.008044915,0.750092417
AC026464.6,330,492,395,609,433,701,1.045199803,0.280760315
AC026464.3,46,64,50,75,75,101,1.167713477,0.015500646
AC026464.1,108,166,133,191,138,250,1.019677985,0.655890153
NIP7,4125,5664,4700,6859,5094,7307,1.047701184,0.373587847
TMED6,89,146,122,136,98,204,1.001746414,0.941511366
TERF2,1256,1793,1553,2162,1633,2343,1.001497529,0.938958621
CYB5B,9491,12689,11602,15874,11415,21460,0.851656896,0.000845818
NFAT5,2617,3696,2813,4205,3212,4977,0.986104815,0.594904068
NQO1,5516,8169,6983,9588,7174,12170,0.991377802,0.76247255
NOB1,3051,4206,3572,5367,3889,6229,1.104918644,0.144367116
WWP2,1705,2331,1999,2723,2021,3377,1.185233471,0.001420426
PDPR,632,821,625,910,640,1097,0.990483746,0.732410938
CLEC18C,0,4,2,6,0,3,2.092996354,0.001596358
EXOSC6,486,694,621,918,620,1048,0.977537278,0.470443245
AARS1,5933,9381,6854,9807,7208,12131,1.048613276,0.332561614
DDX19B,3217,4293,3462,5030,3969,6085,1.018085757,0.640314357
AC012184.2,6032,8122,6810,9845,7647,11497,0.967418857,0.389569433
DDX19A,7705,10709,9151,13054,9726,15274,0.524614418,0.104848706
ST3GAL2,636,881,938,1189,848,1447,1.046360422,0.282859837
FCSK,72,101,63,82,52,116,0.922104831,0.067253106
COG4,1304,1709,1505,2039,1427,2484,0.998423206,0.951821622
SF3B3,3292,4526,4027,5453,4138,6760,1.089503489,0.087460353
IL34,2,6,2,2,3,1,0.962832506,0.384692007
MTSS2,5775,7843,7747,10149,6630,13418,1.05654355,0.256674005
VAC14,588,850,665,971,785,1232,0.413938836,0.001414816
HYDIN,0,4,4,8,8,2,0.951821479,0.135155778
CMTR2,485,543,458,678,570,766,0.713674928,0.002342731
CALB2,701,769,472,1068,707,718,1.104820744,0.088636413
ZNF23,481,750,491,772,626,869,1.02578372,0.483169805
AC010547.4,448,701,437,700,571,775,0.939318591,0.113992812
ZNF19,40,33,33,58,47,87,1.016662162,0.768936359
CHST4,0,0,0,0,2,0,0.92940972,0.107873827
TAT,15,27,29,38,25,44,1.029017408,0.367119931
MARVELD3,182,293,202,305,235,406,1.004668101,0.911911618
PHLPP2,649,914,705,1108,851,1225,1.076746699,0.056196277
AP1G1,2522,3444,2883,4089,3113,4670,0.97227591,0.486964367
ATXN1L,1303,1782,1384,2074,1516,2468,0.997900295,0.941701321
IST1,4202,5865,4991,6726,4871,8176,0.886963346,0.007334547
ZNF821,235,334,220,329,281,463,1.009088522,0.752795116
PKD1L3,8,2,8,5,9,8,1.020620337,0.617130434
DHODH,294,513,356,534,468,631,1.005732939,0.867227841
TXNL4B,389,469,402,701,484,705,1.067642046,0.115451894
HP,3079,5822,4247,6721,3219,7664,0.943157556,0.126643981
HPR,253,470,367,477,286,679,0.98704867,0.756780129
DHX38,12356,16265,13832,20788,15149,23214,1.022211042,0.402802428
PMFBP1,253,450,352,533,369,580,0.87646505,0.000796183
ZFHX3,1784,2407,2284,3002,2046,3760,0.99011248,0.772536909
PSMD7,10889,15116,13335,18672,14040,23197,1.01243433,0.731611372
NPIPB15,6,12,16,18,14,22,0.980447145,0.576352723
CLEC18B,4,0,2,2,0,0,1.063702304,0.412407967
GLG1,5249,7875,6484,8697,6514,10742,1.083858164,0.476448125
RFWD3,1039,1408,1172,1827,1274,1978,0.781345924,0.051973975
MLKL,430,543,442,716,527,794,1.015266364,0.608223022
FA2H,10,10,0,6,12,14,1.008326953,0.869687115
WDR59,1043,1322,1393,1702,1192,2337,1.019333198,0.417943835
ZNRF1,447,574,538,667,496,942,1.04107611,0.142677873
LDHD,35,58,56,66,65,89,1.110765661,0.152372456
ZFP1,249,314,306,390,378,411,0.932633688,0.624046735
CTRB1,0,0,0,0,2,2,1.028423165,0.568094404
BCAR1,1610,2206,1660,2557,2161,3176,1.005749955,0.868995361
CFDP1,11666,16405,17591,20681,14199,28509,0.973982231,0.44611807
AC009163.5,4757,6530,7578,8406,5637,11905,0.999403804,0.981972475
TMEM170A,204,243,213,276,233,374,1.009478088,0.819413755
CHST6,46,94,46,82,60,107,1.052034597,0.21202648
AC009163.3,6,8,1,7,8,10,1.011695669,0.735837615
TMEM231,43,59,78,100,51,90,0.988492066,0.789652816
GABARAPL2,818,1108,954,1258,937,1508,1.007267972,0.878093943
ADAT1,369,461,342,518,379,574,1.440646083,2.4014E-05
KARS1,8950,11610,9423,13676,10508,16407,0.974269748,0.415946855
TERF2IP,4595,6450,4610,7120,5957,8106,1.040294349,0.176757648
DUXB,0,0,2,0,1,0,1.212158688,0.004198756
CNTNAP4,4,0,2,4,0,0,0.87868929,0.166245613
AC106741.1,4,0,2,4,0,0,1.021068929,0.553898788
MON1B,1089,1287,1185,1628,1133,1933,1.005928515,0.867152371
SYCE1L,30,36,27,39,23,51,0.967603675,0.323362617
ADAMTS18,4,0,2,0,2,2,0.967469131,0.404556797
NUDT7,47,66,40,44,22,70,1.088558185,0.261410561
VAT1L,0,0,0,2,0,4,0.969610959,0.372825473
WWOX,412,525,523,654,421,752,0.927860396,0.238830578
MAF,132,236,174,216,224,382,0.90245681,0.117652196
